non_adjusted_date,run_date,service_id,operator,is_passenger_train,scheduled_arrival,actual_arrival,is_actual,next_day_arrival,origin,destination,was_scheduled_to_stop,stop_status,delay_minutes
2025-02-03,2025-02-03,W23852,Great Northern,True,08:27,08:29,True,False,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-03,2025-02-03,W23504,Great Northern,True,08:32,08:33,True,False,London Kings Cross,Cambridge,True,CALL,1
2025-02-03,2025-02-03,W23966,Great Northern,True,08:34,08:34,True,False,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-03,2025-02-03,W23465,Great Northern,True,08:35,08:34,False,False,Hertford North,Moorgate,True,CANCELLED_CALL,-1
2025-02-03,2025-02-03,W25319,Thameslink,True,08:36,08:50,True,False,Peterborough,Horsham,True,CANCELLED_CALL,14
2025-02-03,2025-02-03,W26118,Thameslink,True,08:37,08:46,True,False,Brighton,Cambridge,True,CALL,9
2025-02-03,2025-02-03,W23462,Great Northern,True,08:40,08:44,True,False,Moorgate,Hertford North,True,CALL,4
2025-02-03,2025-02-03,W23982,Great Northern,True,08:41,08:41,True,False,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W23506,Great Northern,True,08:44,08:48,True,False,Cambridge,London Kings Cross,True,CALL,4
2025-02-03,2025-02-03,W26955,Thameslink,True,08:45,08:44,False,False,Sevenoaks,Welwyn Garden City,True,CANCELLED_CALL,-1
2025-02-03,2025-02-03,W23851,Great Northern,True,08:48,08:50,True,False,Moorgate,Welwyn Garden City,True,CALL,2
2025-02-03,2025-02-03,W23660,Great Northern,True,08:49,08:48,False,False,Stevenage,Finsbury Park,True,TERMINATES,-1
2025-02-03,2025-02-03,W26129,Thameslink,True,08:51,09:15,True,False,Cambridge,Brighton,True,CALL,24
2025-02-03,2025-02-03,W25326,Thameslink,True,08:52,08:55,True,False,Horsham,Peterborough,True,CALL,3
2025-02-03,2025-02-03,W23853,Great Northern,True,08:56,09:02,True,False,Welwyn Garden City,Moorgate,True,CALL,6
2025-02-03,2025-02-03,W23652,Great Northern,True,08:54,08:54,True,False,Moorgate,Stevenage,True,CALL,0
2025-02-03,2025-02-03,W26786,Thameslink,True,08:59,09:03,True,False,Welwyn Garden City,Sevenoaks,True,CALL,4
2025-02-03,2025-02-03,W23875,Great Northern,True,09:02,09:02,True,False,London Kings Cross,Letchworth,True,CALL,0
2025-02-03,2025-02-03,W23466,Great Northern,True,09:04,09:10,True,False,Hertford North,Moorgate,True,CALL,6
2025-02-03,2025-02-03,W23972,Great Northern,True,09:04,09:03,True,False,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-03,2025-02-03,W25323,Thameslink,True,09:06,09:27,True,False,Peterborough,Horsham,True,CALL,21
2025-02-03,2025-02-03,W23464,Great Northern,True,09:10,09:10,False,False,Moorgate,Hertford North,True,CANCELLED_CALL,0
2025-02-03,2025-02-03,W26122,Thameslink,True,09:07,09:27,True,False,Brighton,Cambridge,True,CALL,20
2025-02-03,2025-02-03,W23988,Great Northern,True,09:11,09:13,True,False,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-03,2025-02-03,W23509,Great Northern,True,09:13,09:16,True,False,Cambridge,London Kings Cross,True,CALL,3
2025-02-03,2025-02-03,W26956,Thameslink,True,09:15,09:15,True,False,Sevenoaks,Welwyn Garden City,True,CALL,0
2025-02-03,2025-02-03,W24172,Great Northern,True,09:18,09:18,True,False,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-03,2025-02-03,W23666,Great Northern,True,09:19,09:21,True,False,Stevenage,Moorgate,True,CALL,2
2025-02-03,2025-02-03,W26133,Thameslink,True,09:20,09:30,True,False,Cambridge,Brighton,True,CALL,10
2025-02-03,2025-02-03,W25330,Thameslink,True,09:22,09:31,True,False,Three Bridges,Peterborough,True,CALL,9
2025-02-03,2025-02-03,W23658,Great Northern,True,09:25,09:25,False,False,Finsbury Park,Stevenage,True,STARTS,0
2025-02-03,2025-02-03,W24174,Great Northern,True,09:26,09:27,True,False,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-03,2025-02-03,W26792,Thameslink,True,09:29,09:43,True,False,Welwyn Garden City,Sevenoaks,True,CALL,14
2025-02-03,2025-02-03,W23511,Great Northern,True,09:33,09:39,True,False,London Kings Cross,Cambridge,True,CALL,6
2025-02-03,2025-02-03,W23467,Great Northern,True,09:34,09:33,False,False,Finsbury Park,Moorgate,True,STARTS,-1
2025-02-03,2025-02-03,W23978,Great Northern,True,09:35,09:34,True,False,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-03,2025-02-03,W25327,Thameslink,True,09:34,09:33,False,False,Finsbury Park,Horsham,True,STARTS,-1
2025-02-03,2025-02-03,W26126,Thameslink,True,09:37,09:36,False,False,Brighton,Cambridge,True,CANCELLED_CALL,-1
2025-02-03,2025-02-03,W23994,Great Northern,True,09:41,09:40,True,False,Welwyn Garden City,Moorgate,True,CALL,-1
2025-02-03,2025-02-03,W26957,Thameslink,True,09:44,09:42,True,False,Sevenoaks,Finsbury Park,True,DESTINATION,-2
2025-02-03,2025-02-03,W23513,Great Northern,True,09:44,09:54,True,False,Cambridge,London Kings Cross,True,CALL,10
2025-02-03,2025-02-03,W23663,Great Northern,True,09:50,09:49,True,False,Moorgate,Stevenage,True,CALL,-1
2025-02-03,2025-02-03,W23674,Great Northern,True,09:50,09:52,True,False,Stevenage,Moorgate,True,CALL,2
2025-02-03,2025-02-03,W26138,Thameslink,True,09:50,10:05,True,False,Cambridge,Brighton,True,CALL,15
2025-02-03,2025-02-03,W25334,Thameslink,True,09:52,09:53,True,False,Horsham,Peterborough,True,CALL,1
2025-02-03,2025-02-03,W23877,Great Northern,True,10:02,10:01,True,False,London Kings Cross,Letchworth,True,CALL,-1
2025-02-03,2025-02-03,W23984,Great Northern,True,10:05,10:06,True,False,Moorgate,Welwyn Garden City,True,CALL,1
2025-02-03,2025-02-03,W24000,Great Northern,True,10:05,10:05,True,False,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W25331,Thameslink,True,10:06,10:17,True,False,Peterborough,Horsham,True,CALL,11
2025-02-03,2025-02-03,W26131,Thameslink,True,10:07,10:08,True,False,Brighton,Cambridge,True,CALL,1
2025-02-03,2025-02-03,W23516,Great Northern,True,10:13,10:22,True,False,Letchworth,London Kings Cross,True,CALL,9
2025-02-03,2025-02-03,W23669,Great Northern,True,10:20,10:20,True,False,Moorgate,Stevenage,True,CALL,0
2025-02-03,2025-02-03,W23679,Great Northern,True,10:20,10:20,True,False,Stevenage,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W26143,Thameslink,True,10:21,10:44,True,False,Cambridge,Brighton,True,CALL,23
2025-02-03,2025-02-03,W25338,Thameslink,True,10:22,10:21,True,False,Horsham,Peterborough,True,CALL,-1
2025-02-03,2025-02-03,W23518,Great Northern,True,10:32,10:32,False,False,London Kings Cross,Cambridge,True,CANCELLED_CALL,0
2025-02-03,2025-02-03,W23990,Great Northern,True,10:35,10:34,True,False,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-03,2025-02-03,W24006,Great Northern,True,10:35,10:36,True,False,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-03,2025-02-03,W25335,Thameslink,True,10:36,10:38,True,False,Peterborough,Horsham,True,CALL,2
2025-02-03,2025-02-03,W26135,Thameslink,True,10:37,10:35,True,False,Brighton,Cambridge,True,CALL,-2
2025-02-03,2025-02-03,W23520,Great Northern,True,10:43,10:46,True,False,Cambridge,London Kings Cross,True,CALL,3
2025-02-03,2025-02-03,W23675,Great Northern,True,10:50,10:49,True,False,Moorgate,Stevenage,True,CALL,-1
2025-02-03,2025-02-03,W23685,Great Northern,True,10:50,10:52,True,False,Stevenage,Moorgate,True,CALL,2
2025-02-03,2025-02-03,W26148,Thameslink,True,10:51,11:00,True,False,Cambridge,Brighton,True,CALL,9
2025-02-03,2025-02-03,W25342,Thameslink,True,10:52,10:52,True,False,Horsham,Peterborough,True,CALL,0
2025-02-03,2025-02-03,W23879,Great Northern,True,11:02,11:01,True,False,London Kings Cross,Letchworth,True,CALL,-1
2025-02-03,2025-02-03,W23996,Great Northern,True,11:05,11:04,True,False,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-03,2025-02-03,W24012,Great Northern,True,11:05,11:06,True,False,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-03,2025-02-03,W25339,Thameslink,True,11:06,11:19,True,False,Peterborough,Horsham,True,CALL,13
2025-02-03,2025-02-03,W26141,Thameslink,True,11:07,11:06,True,False,Brighton,Cambridge,True,CALL,-1
2025-02-03,2025-02-03,W23523,Great Northern,True,11:13,11:37,True,False,Cambridge,London Kings Cross,True,CALL,24
2025-02-03,2025-02-03,W23681,Great Northern,True,11:20,11:19,True,False,Moorgate,Stevenage,True,CALL,-1
2025-02-03,2025-02-03,W23692,Great Northern,True,11:21,11:25,True,False,Stevenage,Moorgate,True,CALL,4
2025-02-03,2025-02-03,W26153,Thameslink,True,11:21,11:39,True,False,Cambridge,Brighton,True,CALL,18
2025-02-03,2025-02-03,W25346,Thameslink,True,11:22,11:21,True,False,Horsham,Peterborough,True,CALL,-1
2025-02-03,2025-02-03,W23525,Great Northern,True,11:32,11:31,True,False,London Kings Cross,Cambridge,True,CALL,-1
2025-02-03,2025-02-03,C71933,LNER,False,11:34,11:29,True,False,London Kings Cross,Finsbury Park,True,TERMINATES,-5
2025-02-03,2025-02-03,W24002,Great Northern,True,11:35,11:35,True,False,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-03,2025-02-03,W24018,Great Northern,True,11:35,11:35,True,False,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W25343,Thameslink,True,11:36,11:51,True,False,Peterborough,Horsham,True,CALL,15
2025-02-03,2025-02-03,W26145,Thameslink,True,11:37,11:35,True,False,Brighton,Cambridge,True,CALL,-2
2025-02-03,2025-02-03,W23527,Great Northern,True,11:43,11:58,True,False,Cambridge,London Kings Cross,True,CALL,15
2025-02-03,2025-02-03,W23687,Great Northern,True,11:50,11:49,True,False,Moorgate,Stevenage,True,CALL,-1
2025-02-03,2025-02-03,W23697,Great Northern,True,11:50,11:50,True,False,Stevenage,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W26158,Thameslink,True,11:51,11:49,False,False,Cambridge,Brighton,True,CANCELLED_CALL,-2
2025-02-03,2025-02-03,W25350,Thameslink,True,11:52,11:55,True,False,Horsham,Peterborough,True,CALL,3
2025-02-03,2025-02-03,W23881,Great Northern,True,12:02,12:01,True,False,London Kings Cross,Letchworth,True,CALL,-1
2025-02-03,2025-02-03,W24008,Great Northern,True,12:05,12:04,True,False,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-03,2025-02-03,W24024,Great Northern,True,12:05,12:13,True,False,Welwyn Garden City,Moorgate,True,CALL,8
2025-02-03,2025-02-03,W25347,Thameslink,True,12:06,12:09,True,False,Peterborough,Horsham,True,CALL,3
2025-02-03,2025-02-03,W26151,Thameslink,True,12:10,12:12,True,False,Brighton,Cambridge,True,CALL,2
2025-02-03,2025-02-03,W23920,Great Northern,True,12:13,12:15,True,False,Letchworth,London Kings Cross,True,CALL,2
2025-02-03,2025-02-03,W23693,Great Northern,True,12:20,12:19,True,False,Moorgate,Stevenage,True,CALL,-1
2025-02-03,2025-02-03,W23703,Great Northern,True,12:20,12:20,True,False,Stevenage,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W26163,Thameslink,True,12:20,12:26,True,False,Cambridge,Brighton,True,CALL,6
2025-02-03,2025-02-03,W25354,Thameslink,True,12:22,12:35,True,False,Horsham,Peterborough,True,CALL,13
2025-02-03,2025-02-03,W23531,Great Northern,True,12:32,12:32,True,False,London Kings Cross,Cambridge,True,CALL,0
2025-02-03,2025-02-03,W24014,Great Northern,True,12:35,12:35,True,False,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-03,2025-02-03,W24030,Great Northern,True,12:35,12:36,True,False,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-03,2025-02-03,W25351,Thameslink,True,12:36,12:41,True,False,Peterborough,Horsham,True,CALL,5
2025-02-03,2025-02-03,W26155,Thameslink,True,12:37,12:39,True,False,Brighton,Cambridge,True,CALL,2
2025-02-03,2025-02-03,W23533,Great Northern,True,12:43,12:46,True,False,Cambridge,London Kings Cross,True,CALL,3
2025-02-03,2025-02-03,W23699,Great Northern,True,12:50,12:49,True,False,Moorgate,Stevenage,True,CALL,-1
2025-02-03,2025-02-03,W23710,Great Northern,True,12:50,12:50,True,False,Stevenage,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W26168,Thameslink,True,12:51,12:51,True,False,Cambridge,Brighton,True,CALL,0
2025-02-03,2025-02-03,W25358,Thameslink,True,12:52,12:51,True,False,Horsham,Peterborough,True,CALL,-1
2025-02-03,2025-02-03,W23883,Great Northern,True,13:02,13:01,True,False,London Kings Cross,Letchworth,True,CALL,-1
2025-02-03,2025-02-03,W24020,Great Northern,True,13:05,13:04,True,False,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-03,2025-02-03,W24036,Great Northern,True,13:05,13:05,True,False,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W25355,Thameslink,True,13:06,13:11,True,False,Peterborough,Horsham,True,CALL,5
2025-02-03,2025-02-03,W26161,Thameslink,True,13:07,13:05,True,False,Brighton,Cambridge,True,CALL,-2
2025-02-03,2025-02-03,W23922,Great Northern,True,13:13,13:14,True,False,Letchworth,London Kings Cross,True,CALL,1
2025-02-03,2025-02-03,W23705,Great Northern,True,13:20,13:19,True,False,Moorgate,Stevenage,True,CALL,-1
2025-02-03,2025-02-03,W23715,Great Northern,True,13:20,13:20,True,False,Stevenage,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W26173,Thameslink,True,13:21,13:23,True,False,Cambridge,Brighton,True,CALL,2
2025-02-03,2025-02-03,W25362,Thameslink,True,13:22,13:20,True,False,Horsham,Peterborough,True,CALL,-2
2025-02-03,2025-02-03,G26296,Grand Central,False,13:30,13:24,True,False,London Kings Cross,Finsbury Park,True,TERMINATES,-6
2025-02-03,2025-02-03,W23537,Great Northern,True,13:32,13:32,True,False,London Kings Cross,Cambridge,True,CALL,0
2025-02-03,2025-02-03,W24026,Great Northern,True,13:35,13:35,True,False,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-03,2025-02-03,W24043,Great Northern,True,13:35,13:35,True,False,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W25359,Thameslink,True,13:36,13:42,True,False,Peterborough,Horsham,True,CALL,6
2025-02-03,2025-02-03,W26165,Thameslink,True,13:37,13:36,True,False,Brighton,Cambridge,True,CALL,-1
2025-02-03,2025-02-03,W23539,Great Northern,True,13:43,13:48,True,False,Cambridge,London Kings Cross,True,CALL,5
2025-02-03,2025-02-03,W23711,Great Northern,True,13:50,13:50,True,False,Moorgate,Stevenage,True,CALL,0
2025-02-03,2025-02-03,W23721,Great Northern,True,13:50,13:52,True,False,Stevenage,Moorgate,True,CALL,2
2025-02-03,2025-02-03,W26178,Thameslink,True,13:51,13:52,True,False,Cambridge,Brighton,True,CALL,1
2025-02-03,2025-02-03,W25366,Thameslink,True,13:52,13:50,True,False,Horsham,Peterborough,True,CALL,-2
2025-02-03,2025-02-03,W23541,Great Northern,True,14:02,14:02,True,False,London Kings Cross,Cambridge,True,CALL,0
2025-02-03,2025-02-03,W24032,Great Northern,True,14:05,14:06,True,False,Moorgate,Welwyn Garden City,True,CALL,1
2025-02-03,2025-02-03,W24048,Great Northern,True,14:05,14:05,True,False,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-03,2025-02-03,W25363,Thameslink,True,14:06,14:08,True,False,Peterborough,Horsham,True,CALL,2
2025-02-03,2025-02-03,W26171,Thameslink,True,14:07,14:06,True,False,Brighton,Cambridge,True,CALL,-1
2025-02-03,2025-02-03,W23924,Great Northern,True,14:13,14:13,True,False,Letchworth,London Kings Cross,True,CALL,0
2025-02-03,2025-02-03,W23717,Great Northern,True,14:20,14:19,True,False,Moorgate,Stevenage,True,CALL,-1
