non_adjusted_date,run_date,service_id,operator,is_passenger_train,scheduled_arrival,actual_arrival,is_actual,next_day_arrival,origin,destination,was_scheduled_to_stop,stop_status,delay_minutes,origin_csr,origin_longitude,origin_latitude,destination_csr,destination_longitude,destination_latitude
2025-02-04,2025-02-04,W24171,Great Northern,True,05:56,05:57,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23488,Great Northern,True,06:02,06:01,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23452,Great Northern,True,06:04,06:03,True,False,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23945,Great Northern,True,06:03,06:03,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W25301,Thameslink,True,06:05,06:06,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W23445,Great Northern,True,06:07,06:07,True,False,London Kings Cross,Kings Lynn,True,CALL,0,,,,KLN,0.403446572159957,52.7539216944381
2025-02-04,2025-02-04,W23953,Great Northern,True,06:11,06:11,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23910,Great Northern,True,06:14,06:14,True,False,Royston,London Kings Cross,True,CALL,0,RYS,-0.0269214800795917,52.0530784433586,,,
2025-02-04,2025-02-04,W23844,Great Northern,True,06:18,06:18,False,False,Moorgate,Welwyn Garden City,True,CANCELLED_CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23636,Great Northern,True,06:19,06:19,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26108,Thameslink,True,06:21,06:22,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W23196,Thameslink,True,06:22,06:21,True,False,London Kings Cross,Peterborough,True,CALL,0,,,,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23629,Great Northern,True,06:25,06:30,True,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W24173,Great Northern,True,06:26,06:27,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23489,Great Northern,True,06:32,06:32,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23454,Great Northern,True,06:34,06:34,True,False,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23948,Great Northern,True,06:33,06:41,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W25304,Thameslink,True,06:36,06:40,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W26102,Thameslink,True,06:37,06:37,True,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23451,Great Northern,True,06:40,06:47,True,False,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-04,2025-02-04,W23958,Great Northern,True,06:41,06:41,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23491,Great Northern,True,06:44,06:47,True,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W24170,Great Northern,True,06:48,07:04,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23641,Great Northern,True,06:49,06:52,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26112,Thameslink,True,06:51,06:52,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W25310,Thameslink,True,06:53,06:50,True,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23634,Great Northern,True,06:55,06:55,False,False,Finsbury Park,Stevenage,True,STARTS,0,FPK,-0.106284978884699,51.5643002449157,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W23846,Great Northern,True,06:56,06:59,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26766,Thameslink,True,06:59,06:59,True,False,Welwyn Garden City,Sevenoaks,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-04,2025-02-04,W23493,Great Northern,True,07:02,07:02,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23457,Great Northern,True,07:04,07:04,True,False,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23950,Great Northern,True,07:03,07:10,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W25307,Thameslink,True,07:06,07:08,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W23453,Great Northern,True,07:10,07:14,True,False,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-04,2025-02-04,W26106,Thameslink,True,07:07,07:06,True,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23964,Great Northern,True,07:11,07:14,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23495,Great Northern,True,07:14,07:16,True,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W26952,Thameslink,True,07:15,07:16,True,False,Sevenoaks,Welwyn Garden City,True,CALL,0,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23845,Great Northern,True,07:18,07:18,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23645,Great Northern,True,07:19,07:20,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26116,Thameslink,True,07:21,07:25,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W25314,Thameslink,True,07:22,07:22,True,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23638,Great Northern,True,07:25,07:25,False,False,Finsbury Park,Stevenage,True,STARTS,0,FPK,-0.106284978884699,51.5643002449157,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W23848,Great Northern,True,07:26,07:28,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26769,Thameslink,True,07:29,07:29,True,False,Welwyn Garden City,Sevenoaks,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-04,2025-02-04,W23496,Great Northern,True,07:32,07:31,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23461,Great Northern,True,07:34,07:36,True,False,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23955,Great Northern,True,07:33,07:32,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W25311,Thameslink,True,07:36,07:40,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W26110,Thameslink,True,07:37,07:36,True,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23455,Great Northern,True,07:40,07:39,True,False,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-04,2025-02-04,W23970,Great Northern,True,07:41,07:40,False,False,Welwyn Garden City,Finsbury Park,True,TERMINATES,0,WGC,-0.20407048939388,51.8010467291572,FPK,-0.106284978884699,51.5643002449157
2025-02-04,2025-02-04,W23498,Great Northern,True,07:44,07:44,True,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W26953,Thameslink,True,07:45,07:45,True,False,Sevenoaks,Welwyn Garden City,True,CALL,0,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23836,Great Northern,True,07:45,07:46,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23847,Great Northern,True,07:48,07:49,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W26120,Thameslink,True,07:51,07:54,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W25318,Thameslink,True,07:52,07:54,True,False,Three Bridges,Peterborough,True,CALL,0,TBD,-0.161184082771892,51.116922296857,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23840,Great Northern,True,07:53,08:11,True,False,Gordon Hill,Moorgate,True,CALL,0,GDH,-0.0946105124636726,51.6633336093912,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23642,Great Northern,True,07:55,07:55,True,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W23850,Great Northern,True,07:57,07:59,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26774,Thameslink,True,07:59,08:00,True,False,Welwyn Garden City,Sevenoaks,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-04,2025-02-04,W23500,Great Northern,True,08:02,08:01,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23463,Great Northern,True,08:04,08:08,True,False,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23960,Great Northern,True,08:03,08:02,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W25315,Thameslink,True,08:06,08:13,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W23459,Great Northern,True,08:10,08:10,True,False,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-04,2025-02-04,W26114,Thameslink,True,08:07,08:06,True,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23976,Great Northern,True,08:11,08:14,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23502,Great Northern,True,08:14,08:30,True,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W26954,Thameslink,True,08:15,08:18,True,False,Sevenoaks,Welwyn Garden City,True,CALL,0,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23838,Great Northern,True,08:15,08:18,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23849,Great Northern,True,08:18,08:18,False,False,Finsbury Park,Welwyn Garden City,True,STARTS,0,FPK,-0.106284978884699,51.5643002449157,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W26124,Thameslink,True,08:21,08:24,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W25322,Thameslink,True,08:22,08:28,True,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23841,Great Northern,True,08:23,08:24,True,False,Gordon Hill,Moorgate,True,CALL,0,GDH,-0.0946105124636726,51.6633336093912,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23647,Great Northern,True,08:24,08:24,True,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W23852,Great Northern,True,08:27,08:28,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26780,Thameslink,True,08:29,08:44,True,False,Welwyn Garden City,Sevenoaks,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-04,2025-02-04,W23504,Great Northern,True,08:32,08:33,True,False,London Kings Cross,Cambridge,True,CALL,0,,,,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23966,Great Northern,True,08:34,08:33,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23465,Great Northern,True,08:35,08:35,True,False,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W25319,Thameslink,True,08:36,08:39,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W26118,Thameslink,True,08:37,08:40,True,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23462,Great Northern,True,08:40,08:41,True,False,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-04,2025-02-04,W23982,Great Northern,True,08:41,08:40,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23506,Great Northern,True,08:44,08:48,True,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W26955,Thameslink,True,08:45,08:48,True,False,Sevenoaks,Welwyn Garden City,True,CALL,0,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23851,Great Northern,True,08:48,09:01,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23660,Great Northern,True,08:49,08:50,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26129,Thameslink,True,08:51,08:56,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W25326,Thameslink,True,08:52,08:55,True,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-04,2025-02-04,W23652,Great Northern,True,08:54,08:57,True,False,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-04,2025-02-04,W23853,Great Northern,True,08:56,08:58,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26786,Thameslink,True,08:59,09:00,True,False,Welwyn Garden City,Sevenoaks,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-04,2025-02-04,W23875,Great Northern,True,09:02,09:02,True,False,London Kings Cross,Letchworth,True,CALL,0,,,,,,
2025-02-04,2025-02-04,W23466,Great Northern,True,09:04,09:05,True,False,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23972,Great Northern,True,09:04,09:10,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W25323,Thameslink,True,09:06,09:09,True,False,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-04,2025-02-04,W23464,Great Northern,True,09:10,09:13,True,False,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-04,2025-02-04,W26122,Thameslink,True,09:07,09:08,True,False,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-04,2025-02-04,W23988,Great Northern,True,09:11,09:11,True,False,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W23509,Great Northern,True,09:13,09:17,True,False,Cambridge,London Kings Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,,,
2025-02-04,2025-02-04,W26956,Thameslink,True,09:15,09:14,True,False,Sevenoaks,Welwyn Garden City,True,CALL,0,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W24172,Great Northern,True,09:18,09:20,True,False,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-04,2025-02-04,W23666,Great Northern,True,09:19,09:22,True,False,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-04,2025-02-04,W26133,Thameslink,True,09:20,09:25,True,False,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-04,2025-02-04,W25330,Thameslink,True,09:22,09:32,True,False,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
