run_date,service_id,operator,is_passenger_train,scheduled_arrival,actual_arrival,is_actual,origin,destination,was_scheduled_to_stop,stop_status,delay_minutes
2025-02-07,W23953,Great Northern,True,06:11,06:18,True,Welwyn Garden City,Moorgate,True,CALL,7
2025-02-07,W23910,Great Northern,True,06:14,06:20,True,Royston,London Kings Cross,True,CALL,6
2025-02-07,W23844,Great Northern,True,06:18,06:18,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W23636,Great Northern,True,06:19,06:24,True,Stevenage,Moorgate,True,CALL,5
2025-02-07,W26108,Thameslink,True,06:21,06:24,True,Cambridge,Brighton,True,CALL,3
2025-02-07,W23196,Thameslink,True,06:22,06:22,True,London Kings Cross,Peterborough,True,CALL,0
2025-02-07,W23629,Great Northern,True,06:25,06:37,True,Moorgate,Stevenage,True,CALL,12
2025-02-07,W24173,Great Northern,True,06:26,06:28,True,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-07,W23489,Great Northern,True,06:32,06:32,True,London Kings Cross,Cambridge,True,CALL,0
2025-02-07,W23454,Great Northern,True,06:34,06:35,True,Hertford North,Moorgate,True,CALL,1
2025-02-07,W23948,Great Northern,True,06:33,06:32,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W25304,Thameslink,True,06:36,06:38,True,Peterborough,Horsham,True,CALL,2
2025-02-07,W26102,Thameslink,True,06:37,06:35,True,Brighton,Cambridge,True,CALL,-2
2025-02-07,W23451,Great Northern,True,06:40,06:47,True,Moorgate,Hertford North,True,CALL,7
2025-02-07,W23958,Great Northern,True,06:41,06:43,True,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-07,W23491,Great Northern,True,06:44,06:45,True,Cambridge,London Kings Cross,True,CALL,1
2025-02-07,W24170,Great Northern,True,06:48,06:49,True,Moorgate,Welwyn Garden City,True,CALL,1
2025-02-07,W23641,Great Northern,True,06:49,06:49,True,Stevenage,Moorgate,True,CALL,0
2025-02-07,W26112,Thameslink,True,06:51,06:53,True,Cambridge,Brighton,True,CALL,2
2025-02-07,W25310,Thameslink,True,06:53,06:50,True,Horsham,Peterborough,True,CALL,-3
2025-02-07,W23634,Great Northern,True,06:55,06:55,True,Moorgate,Stevenage,True,CALL,0
2025-02-07,W23846,Great Northern,True,06:56,06:57,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-07,W26766,Thameslink,True,06:59,06:59,True,Welwyn Garden City,Sevenoaks,True,CALL,0
2025-02-07,W23493,Great Northern,True,07:02,07:01,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-07,W23457,Great Northern,True,07:04,07:05,True,Hertford North,Moorgate,True,CALL,1
2025-02-07,W23950,Great Northern,True,07:03,07:02,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W25307,Thameslink,True,07:06,07:09,True,Peterborough,Horsham,True,CALL,3
2025-02-07,W23453,Great Northern,True,07:10,07:13,True,Moorgate,Hertford North,True,CALL,3
2025-02-07,W26106,Thameslink,True,07:07,07:05,True,Brighton,Cambridge,True,CALL,-2
2025-02-07,W23964,Great Northern,True,07:11,07:10,True,Welwyn Garden City,Moorgate,True,CALL,-1
2025-02-07,W23495,Great Northern,True,07:14,07:38,True,Cambridge,London Kings Cross,True,CALL,24
2025-02-07,W26952,Thameslink,True,07:15,07:13,True,Sevenoaks,Welwyn Garden City,True,CALL,-2
2025-02-07,W23845,Great Northern,True,07:18,07:23,True,Moorgate,Welwyn Garden City,True,CALL,5
2025-02-07,W23645,Great Northern,True,07:19,07:19,True,Stevenage,Moorgate,True,CALL,0
2025-02-07,W26116,Thameslink,True,07:21,07:24,True,Cambridge,Brighton,True,CALL,3
2025-02-07,W25314,Thameslink,True,07:22,07:20,True,Horsham,Peterborough,True,CALL,-2
2025-02-07,W23638,Great Northern,True,07:25,07:26,True,Moorgate,Stevenage,True,CALL,1
2025-02-07,W23848,Great Northern,True,07:26,07:31,True,Welwyn Garden City,Moorgate,True,CALL,5
2025-02-07,W26769,Thameslink,True,07:29,07:30,True,Welwyn Garden City,Sevenoaks,True,CALL,1
2025-02-07,W23496,Great Northern,True,07:32,07:32,True,London Kings Cross,Cambridge,True,CALL,0
2025-02-07,W23461,Great Northern,True,07:34,07:36,True,Hertford North,Moorgate,True,CALL,2
2025-02-07,W23955,Great Northern,True,07:33,07:33,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W25311,Thameslink,True,07:36,07:40,True,Peterborough,Horsham,True,CALL,4
2025-02-07,W26110,Thameslink,True,07:37,07:35,True,Brighton,Cambridge,True,CALL,-2
2025-02-07,W23455,Great Northern,True,07:40,07:39,True,Moorgate,Hertford North,True,CALL,-1
2025-02-07,W23970,Great Northern,True,07:41,07:43,True,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-07,W23498,Great Northern,True,07:44,07:46,True,Cambridge,London Kings Cross,True,CALL,2
2025-02-07,W26953,Thameslink,True,07:45,07:47,True,Sevenoaks,Welwyn Garden City,True,CALL,2
2025-02-07,W23836,Great Northern,True,07:45,07:46,True,Stevenage,Moorgate,True,CALL,1
2025-02-07,W23847,Great Northern,True,07:48,07:48,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W26120,Thameslink,True,07:51,07:54,True,Cambridge,Brighton,True,CALL,3
2025-02-07,W25318,Thameslink,True,07:52,07:53,True,Three Bridges,Peterborough,True,CALL,1
2025-02-07,W23840,Great Northern,True,07:53,08:02,True,Gordon Hill,Moorgate,True,CALL,9
2025-02-07,W23642,Great Northern,True,07:55,07:54,True,Moorgate,Stevenage,True,CALL,-1
2025-02-07,W23850,Great Northern,True,07:57,07:57,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-07,W26774,Thameslink,True,07:59,08:04,True,Welwyn Garden City,Sevenoaks,True,CALL,5
2025-02-07,W23500,Great Northern,True,08:02,08:01,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-07,W23463,Great Northern,True,08:04,08:10,True,Hertford North,Moorgate,True,CALL,6
2025-02-07,W23960,Great Northern,True,08:03,08:06,True,Moorgate,Welwyn Garden City,True,CALL,3
2025-02-07,W25315,Thameslink,True,08:06,08:10,True,Peterborough,Horsham,True,CALL,4
2025-02-07,W23459,Great Northern,True,08:10,08:10,True,Moorgate,Hertford North,True,CALL,0
2025-02-07,W26114,Thameslink,True,08:07,08:05,True,Brighton,Cambridge,True,CALL,-2
2025-02-07,W23976,Great Northern,True,08:11,08:13,True,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-07,W23502,Great Northern,True,08:14,08:19,True,Cambridge,London Kings Cross,True,CALL,5
2025-02-07,W26954,Thameslink,True,08:15,08:13,True,Sevenoaks,Welwyn Garden City,True,CALL,-2
2025-02-07,W23838,Great Northern,True,08:15,08:15,True,Stevenage,Moorgate,True,CALL,0
2025-02-07,W23849,Great Northern,True,08:18,08:18,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W26124,Thameslink,True,08:21,08:23,True,Cambridge,Brighton,True,CALL,2
2025-02-07,W25322,Thameslink,True,08:22,08:25,True,Horsham,Peterborough,True,CALL,3
2025-02-07,W23841,Great Northern,True,08:23,08:24,True,Gordon Hill,Moorgate,True,CALL,1
2025-02-07,W23647,Great Northern,True,08:24,08:23,True,Moorgate,Stevenage,True,CALL,-1
2025-02-07,W23852,Great Northern,True,08:27,08:31,True,Welwyn Garden City,Moorgate,True,CALL,4
2025-02-07,W26780,Thameslink,True,08:29,08:31,True,Welwyn Garden City,Sevenoaks,True,CALL,2
2025-02-07,W23504,Great Northern,True,08:32,08:32,True,London Kings Cross,Cambridge,True,CALL,0
2025-02-07,W23966,Great Northern,True,08:34,08:33,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W23465,Great Northern,True,08:35,08:36,True,Hertford North,Moorgate,True,CALL,1
2025-02-07,W25319,Thameslink,True,08:36,08:41,True,Peterborough,Horsham,True,CALL,5
2025-02-07,W26118,Thameslink,True,08:37,09:05,True,Brighton,Cambridge,True,CANCELLED_CALL,28
2025-02-07,W23462,Great Northern,True,08:40,08:42,True,Moorgate,Hertford North,True,CALL,2
2025-02-07,W23982,Great Northern,True,08:41,08:43,True,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-07,W23506,Great Northern,True,08:44,08:45,True,Cambridge,London Kings Cross,True,CALL,1
2025-02-07,W26955,Thameslink,True,08:45,08:43,True,Sevenoaks,Welwyn Garden City,True,CALL,-2
2025-02-07,W23851,Great Northern,True,08:48,08:46,True,Moorgate,Welwyn Garden City,True,CALL,-2
2025-02-07,W23660,Great Northern,True,08:49,08:50,True,Stevenage,Moorgate,True,CALL,1
2025-02-07,W26129,Thameslink,True,08:51,08:55,True,Cambridge,Gatwick Airport,True,CALL,4
2025-02-07,W25326,Thameslink,True,08:52,08:55,True,Horsham,Peterborough,True,CALL,3
2025-02-07,W23652,Great Northern,True,08:54,08:54,True,Moorgate,Stevenage,True,CALL,0
2025-02-07,W23853,Great Northern,True,08:56,08:58,True,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-07,W26786,Thameslink,True,08:59,08:58,True,Welwyn Garden City,Sevenoaks,True,CALL,-1
2025-02-07,W23874,Great Northern,True,09:02,09:06,True,London Kings Cross,Letchworth,True,CALL,4
2025-02-07,W23466,Great Northern,True,09:04,09:04,True,Hertford North,Moorgate,True,CALL,0
2025-02-07,W23972,Great Northern,True,09:04,09:04,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W25323,Thameslink,True,09:06,09:07,True,Peterborough,Horsham,True,CALL,1
2025-02-07,W23464,Great Northern,True,09:10,09:10,True,Moorgate,Hertford North,True,CALL,0
2025-02-07,W26122,Thameslink,True,09:07,09:08,True,Brighton,Cambridge,True,CALL,1
2025-02-07,W23988,Great Northern,True,09:11,09:10,True,Welwyn Garden City,Moorgate,True,CALL,-1
2025-02-07,W23509,Great Northern,True,09:13,09:30,True,Cambridge,London Kings Cross,True,CALL,17
2025-02-07,W26956,Thameslink,True,09:15,09:16,True,Sevenoaks,Welwyn Garden City,True,CALL,1
2025-02-07,W24172,Great Northern,True,09:18,09:18,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W23666,Great Northern,True,09:19,09:18,True,Stevenage,Moorgate,True,CALL,-1
2025-02-07,W26133,Thameslink,True,09:20,09:27,True,Cambridge,Three Bridges,True,CALL,7
2025-02-07,W25330,Thameslink,True,09:22,09:20,True,Horsham,Peterborough,True,CALL,-2
2025-02-07,W23658,Great Northern,True,09:25,09:24,True,Moorgate,Stevenage,True,CALL,-1
2025-02-07,W24174,Great Northern,True,09:26,09:25,True,Welwyn Garden City,Moorgate,True,CALL,-1
2025-02-07,W26792,Thameslink,True,09:29,09:37,True,Welwyn Garden City,Sevenoaks,True,CALL,8
2025-02-07,W23511,Great Northern,True,09:33,09:35,True,London Kings Cross,Cambridge,True,CALL,2
2025-02-07,W23467,Great Northern,True,09:34,09:35,True,Hertford North,Moorgate,True,CALL,1
2025-02-07,W23978,Great Northern,True,09:35,09:34,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W25327,Thameslink,True,09:34,09:41,True,Peterborough,Horsham,True,CALL,7
2025-02-07,W26126,Thameslink,True,09:37,09:42,True,Brighton,Cambridge,True,CALL,5
2025-02-07,W23994,Great Northern,True,09:41,09:44,True,Welwyn Garden City,Moorgate,True,CALL,3
2025-02-07,W26957,Thameslink,True,09:44,09:48,True,Sevenoaks,Finsbury Park,True,DESTINATION,4
2025-02-07,W23513,Great Northern,True,09:44,09:46,True,Cambridge,London Kings Cross,True,CALL,2
2025-02-07,W23663,Great Northern,True,09:50,09:49,True,Moorgate,Stevenage,True,CALL,-1
2025-02-07,W23674,Great Northern,True,09:50,09:51,True,Stevenage,Moorgate,True,CALL,1
2025-02-07,W26138,Thameslink,True,09:50,09:52,True,Cambridge,Brighton,True,CALL,2
2025-02-07,W25334,Thameslink,True,09:52,09:56,True,Horsham,Peterborough,True,CALL,4
2025-02-07,W23877,Great Northern,True,10:02,10:01,True,London Kings Cross,Letchworth,True,CALL,-1
2025-02-07,W23984,Great Northern,True,10:05,10:04,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W24000,Great Northern,True,10:05,10:05,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-07,W25331,Thameslink,True,10:06,10:13,True,Peterborough,Horsham,True,CALL,7
2025-02-07,W26131,Thameslink,True,10:07,10:08,True,Brighton,Cambridge,True,CALL,1
2025-02-07,W23516,Great Northern,True,10:13,10:22,True,Cambridge,London Kings Cross,True,CALL,9
2025-02-07,W23669,Great Northern,True,10:20,10:18,True,Moorgate,Stevenage,True,CALL,-2
2025-02-07,W23679,Great Northern,True,10:20,10:20,True,Stevenage,Moorgate,True,CALL,0
2025-02-07,W26143,Thameslink,True,10:21,10:22,True,Cambridge,Brighton,True,CALL,1
2025-02-07,W25338,Thameslink,True,10:22,10:29,True,Horsham,Peterborough,True,CALL,7
2025-02-07,W23518,Great Northern,True,10:32,10:33,True,London Kings Cross,Cambridge,True,CALL,1
2025-02-07,W23990,Great Northern,True,10:35,10:34,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W24006,Great Northern,True,10:35,10:36,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-07,W25335,Thameslink,True,10:36,10:46,True,Peterborough,Horsham,True,CALL,10
2025-02-07,W26135,Thameslink,True,10:37,10:36,True,Brighton,Cambridge,True,CALL,-1
2025-02-07,W23520,Great Northern,True,10:43,10:42,True,Cambridge,London Kings Cross,True,CALL,-1
2025-02-07,W23675,Great Northern,True,10:50,10:49,True,Moorgate,Stevenage,True,CALL,-1
2025-02-07,W23685,Great Northern,True,10:50,10:50,True,Stevenage,Moorgate,True,CALL,0
2025-02-07,W26148,Thameslink,True,10:51,11:04,True,Cambridge,Brighton,True,CALL,13
2025-02-07,W25342,Thameslink,True,10:52,10:51,True,Horsham,Peterborough,True,CALL,-1
2025-02-07,W23879,Great Northern,True,11:02,11:02,True,London Kings Cross,Letchworth,True,CALL,0
2025-02-07,W23996,Great Northern,True,11:05,11:04,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W24012,Great Northern,True,11:05,11:06,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-07,W25339,Thameslink,True,11:06,11:10,True,Peterborough,Horsham,True,CALL,4
2025-02-07,56372,Thameslink,True,11:07,11:51,True,Three Bridges,Royston,True,CALL,44
2025-02-07,W26141,Thameslink,True,11:07,11:50,False,Brighton,Gatwick Airport,True,CANCELLED_CALL,43
2025-02-07,W23523,Great Northern,True,11:13,11:32,True,Cambridge,London Kings Cross,True,CALL,19
2025-02-07,W23681,Great Northern,True,11:20,11:20,True,Moorgate,Stevenage,True,CALL,0
2025-02-07,W23692,Great Northern,True,11:21,11:20,True,Stevenage,Moorgate,True,CALL,-1
2025-02-07,W26153,Thameslink,True,11:21,11:24,True,Cambridge,Brighton,True,CALL,3
2025-02-07,W25346,Thameslink,True,11:22,11:25,True,Horsham,Peterborough,True,CALL,3
2025-02-07,W23525,Great Northern,True,11:32,11:31,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-07,W24018,Great Northern,True,11:35,11:37,True,Welwyn Garden City,Moorgate,True,CALL,2
2025-02-07,W24002,Great Northern,True,11:35,11:34,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W25343,Thameslink,True,11:36,11:40,True,Peterborough,Horsham,True,CALL,4
2025-02-07,W26145,Thameslink,True,11:37,12:26,True,Brighton,Cambridge,True,CANCELLED_CALL,49
2025-02-07,W23527,Great Northern,True,11:43,11:44,True,Cambridge,London Kings Cross,True,CALL,1
2025-02-07,W23687,Great Northern,True,11:50,11:50,True,Moorgate,Stevenage,True,CALL,0
2025-02-07,W23697,Great Northern,True,11:50,11:50,True,Stevenage,Moorgate,True,CALL,0
2025-02-07,W26158,Thameslink,True,11:51,11:51,True,Cambridge,Brighton,True,CALL,0
2025-02-07,W25350,Thameslink,True,11:52,11:55,True,Horsham,Peterborough,True,CALL,3
2025-02-07,W23881,Great Northern,True,12:02,12:01,True,London Kings Cross,Letchworth,True,CALL,-1
2025-02-07,W24008,Great Northern,True,12:05,12:05,True,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W24024,Great Northern,True,12:05,12:06,True,Welwyn Garden City,Moorgate,True,CALL,1
2025-02-07,W25347,Thameslink,True,12:06,12:10,True,Peterborough,Horsham,True,CALL,4
2025-02-07,W26151,Thameslink,True,12:10,12:16,True,Three Bridges,Cambridge,True,CALL,6
2025-02-07,W23920,Great Northern,True,12:13,12:17,True,Letchworth,London Kings Cross,True,CALL,4
2025-02-07,W26163,Thameslink,True,12:20,12:20,True,Cambridge,Brighton,True,CALL,0
2025-02-07,W23703,Great Northern,True,12:20,12:21,True,Stevenage,Moorgate,True,CALL,1
2025-02-07,W23693,Great Northern,True,12:20,12:19,True,Moorgate,Stevenage,True,CALL,-1
2025-02-07,W25354,Thameslink,True,12:22,12:37,True,Horsham,Peterborough,True,CALL,15
2025-02-07,W23531,Great Northern,True,12:32,12:31,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-07,W24014,Great Northern,True,12:35,12:36,True,Moorgate,Welwyn Garden City,True,CALL,1
2025-02-07,W24030,Great Northern,True,12:35,12:35,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-07,W25351,Thameslink,True,12:36,12:41,True,Peterborough,Horsham,True,CALL,5
2025-02-07,W26155,Thameslink,True,12:37,12:42,True,Gatwick Airport,Cambridge,True,CALL,5
2025-02-07,W23533,Great Northern,True,12:43,12:47,True,Cambridge,London Kings Cross,True,CALL,4
2025-02-07,W23699,Great Northern,True,12:50,12:50,True,Moorgate,Stevenage,True,CALL,0
2025-02-07,W23710,Great Northern,True,12:50,12:52,True,Stevenage,Moorgate,True,CALL,2
2025-02-07,W26168,Thameslink,True,12:51,12:52,True,Cambridge,Brighton,True,CALL,1
2025-02-07,W25358,Thameslink,True,12:52,12:57,True,Horsham,Peterborough,True,CALL,5
2025-02-07,W23883,Great Northern,True,13:02,13:02,True,London Kings Cross,Letchworth,True,CALL,0
2025-02-07,W24036,Great Northern,True,13:05,13:05,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-07,W24020,Great Northern,True,13:05,13:04,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W25355,Thameslink,True,13:06,13:09,True,Peterborough,Horsham,True,CALL,3
2025-02-07,W26161,Thameslink,True,13:07,13:08,True,Brighton,Cambridge,True,CALL,1
2025-02-07,W23922,Great Northern,True,13:13,13:13,True,Letchworth,London Kings Cross,True,CALL,0
2025-02-07,W23705,Great Northern,True,13:20,13:20,True,Moorgate,Stevenage,True,CALL,0
2025-02-07,W23715,Great Northern,True,13:20,13:20,True,Stevenage,Moorgate,True,CALL,0
2025-02-07,W26173,Thameslink,True,13:21,13:34,True,Royston,Brighton,True,CALL,13
2025-02-07,W25362,Thameslink,True,13:22,13:22,True,Horsham,Peterborough,True,CALL,0
2025-02-07,W23537,Great Northern,True,13:32,13:31,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-07,W24026,Great Northern,True,13:35,13:34,True,Moorgate,Welwyn Garden City,True,CALL,-1
2025-02-07,W24043,Great Northern,True,13:35,13:35,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-07,W25359,Thameslink,True,13:36,13:49,True,Peterborough,Horsham,True,CALL,13
2025-02-07,W26165,Thameslink,True,13:37,13:35,True,Brighton,Cambridge,True,CALL,-2
2025-02-07,W23539,Great Northern,True,13:43,13:59,True,Cambridge,London Kings Cross,True,CALL,16
2025-02-07,W23721,Great Northern,True,13:50,13:50,True,Stevenage,Moorgate,True,CALL,0
2025-02-07,W23711,Great Northern,True,13:50,13:50,True,Moorgate,Stevenage,True,CALL,0
2025-02-07,W26178,Thameslink,True,13:51,14:13,True,Cambridge,Brighton,True,CALL,22
2025-02-07,W25366,Thameslink,True,13:52,13:51,True,Horsham,Peterborough,True,CALL,-1
2025-02-07,W23541,Great Northern,True,14:02,14:01,True,London Kings Cross,Cambridge,True,CALL,-1
2025-02-07,W24032,Great Northern,True,14:05,14:07,True,Moorgate,Welwyn Garden City,True,CALL,2
2025-02-07,W24048,Great Northern,True,14:05,14:05,True,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-07,W25363,Thameslink,True,14:06,14:09,True,Peterborough,Horsham,True,CALL,3
2025-02-07,W26171,Thameslink,True,14:07,14:06,True,Brighton,Cambridge,True,CALL,-1
2025-02-07,W23924,Great Northern,True,14:13,14:13,True,Letchworth,London Kings Cross,True,CALL,0
2025-02-07,W23717,Great Northern,True,14:20,14:20,False,Moorgate,Stevenage,True,CALL,0
2025-02-07,W23727,Great Northern,True,14:20,14:20,False,Stevenage,Moorgate,True,CALL,0
2025-02-07,W26183,Thameslink,True,14:21,14:41,False,Cambridge,Brighton,True,CALL,20
2025-02-07,W25370,Thameslink,True,14:22,14:21,False,Horsham,Peterborough,True,CALL,-1
2025-02-07,W23544,Great Northern,True,14:32,14:32,False,London Kings Cross,Cambridge,True,CALL,0
2025-02-07,W24038,Great Northern,True,14:35,14:35,False,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W24055,Great Northern,True,14:35,14:35,False,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-07,W25367,Thameslink,True,14:36,14:40,False,Peterborough,Horsham,True,CALL,4
2025-02-07,W26175,Thameslink,True,14:37,14:37,False,Brighton,Cambridge,True,CALL,0
2025-02-07,W23546,Great Northern,True,14:43,14:44,False,Cambridge,London Kings Cross,True,CALL,1
2025-02-07,W23723,Great Northern,True,14:50,14:50,False,Moorgate,Stevenage,True,CALL,0
2025-02-07,W23733,Great Northern,True,14:50,14:50,False,Stevenage,Moorgate,True,CALL,0
2025-02-07,W26188,Thameslink,True,14:51,14:54,False,Cambridge,Brighton,True,CALL,3
2025-02-07,W25374,Thameslink,True,14:52,14:52,False,Horsham,Peterborough,True,CALL,0
2025-02-07,W23548,Great Northern,True,15:02,15:02,False,London Kings Cross,Cambridge,True,CALL,0
2025-02-07,W24044,Great Northern,True,15:05,15:05,False,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W24060,Great Northern,True,15:05,15:05,False,Welwyn Garden City,Moorgate,True,CALL,0
2025-02-07,W25371,Thameslink,True,15:06,15:11,False,Peterborough,Horsham,True,CALL,5
2025-02-07,W26181,Thameslink,True,15:07,15:06,False,Brighton,Cambridge,True,CALL,-1
2025-02-07,W23926,Great Northern,True,15:13,15:12,False,Letchworth,London Kings Cross,True,CALL,-1
2025-02-07,W23729,Great Northern,True,15:20,15:20,False,Moorgate,Stevenage,True,CALL,0
2025-02-07,W23739,Great Northern,True,15:20,15:20,False,Stevenage,Moorgate,True,CALL,0
2025-02-07,W26193,Thameslink,True,15:21,15:19,False,Cambridge,Brighton,True,CALL,-2
2025-02-07,W25378,Thameslink,True,15:22,15:21,False,Horsham,Peterborough,True,CALL,-1
2025-02-07,W23551,Great Northern,True,15:32,15:32,False,London Kings Cross,Cambridge,True,CALL,0
2025-02-07,W24050,Great Northern,True,15:35,15:35,False,Moorgate,Welwyn Garden City,True,CALL,0
2025-02-07,W24064,Great Northern,True,15:35,15:35,False,Welwyn Garden City,Moorgate,True,CALL,0
