run_date,service_id,operator,is_passenger_train,scheduled_arrival,actual_arrival,is_actual,origin,destination,was_scheduled_to_stop,stop_status,delay_minutes,origin_crs,origin_longitude,origin_latitude,destination_crs,destination_longitude,destination_latitude
2025-02-10,W25447,Thameslink,True,00:54,00:50,True,Horsham,Peterborough,True,CALL,-4,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-10,W23446,Great Northern,True,00:59,00:55,True,Ely,King's Cross,True,CALL,-4,ELY,0.266827583237292,52.3912277010784,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W23940,Great Northern,True,01:12,01:12,True,King's Cross,Royston,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,RYS,-0.0269214800795917,52.0530784433586
2025-02-11,W23484,Great Northern,True,01:16,01:15,False,King's Cross,Hertford North,True,CANCELLED_CALL,-1,KGX,-0.122925992140273,51.5308818372572,HFN,-0.0917885499098777,51.7988551590785
2025-02-11,W23187,Thameslink,True,01:41,01:40,True,King's Cross,Peterborough,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W24185,Great Northern,True,01:46,01:45,True,King's Cross,Welwyn Garden City,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,WGC,-0.20407048939388,51.8010467291572
2025-02-11,X73314,Great Northern,True,04:39,04:38,True,Welwyn Garden City,King's Cross,True,CALL,-1,WGC,-0.20407048939388,51.8010467291572,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W23237,Thameslink,True,04:43,04:42,True,Peterborough,King's Cross,True,CALL,-1,PBO,-0.249836976699539,52.5749740639353,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W23617,Great Northern,True,05:05,05:04,True,Stevenage,King's Cross,True,CALL,-1,SVG,-0.20710946588827,51.9016861847805,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W23169,Great Northern,True,05:07,05:06,True,King's Cross,Cambridge,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23448,Great Northern,True,05:11,05:10,True,King's Cross,Hertford North,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,HFN,-0.0917885499098777,51.7988551590785
2025-02-11,W23189,Thameslink,True,05:17,05:17,True,King's Cross,Peterborough,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W23834,Great Northern,True,05:25,05:25,True,King's Cross,Stevenage,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,SVG,-0.20710946588827,51.9016861847805
2025-02-11,W24181,Great Northern,True,05:29,05:28,True,Welwyn Garden City,King's Cross,True,CALL,-1,WGC,-0.20407048939388,51.8010467291572,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W23486,Great Northern,True,05:32,05:31,True,King's Cross,Cambridge,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W25298,Thameslink,True,05:36,05:35,True,Peterborough,Horsham,True,CALL,-1,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-11,W23171,Thameslink,True,05:37,05:36,True,King's Cross,Cambridge,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23908,Great Northern,True,05:39,05:40,True,Letchworth Garden City,King's Cross,True,CALL,1,LET,-0.229264161103862,51.9799626923486,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W24175,Great Northern,True,05:41,05:40,True,Alexandra Palace,Moorgate,True,CALL,-1,AAP,-0.120235220128854,51.5979224924556,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23631,Great Northern,True,05:49,05:48,True,Stevenage,Moorgate,True,CALL,-1,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26104,Thameslink,True,05:50,05:48,True,Cambridge,Brighton,True,CALL,-2,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-11,W23191,Thameslink,True,05:52,05:52,True,King's Cross,Peterborough,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W23626,Great Northern,True,05:55,05:55,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-11,W24171,Great Northern,True,05:56,05:56,True,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23488,Great Northern,True,06:02,06:02,True,King's Cross,Cambridge,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23452,Great Northern,True,06:04,06:02,True,Hertford North,Moorgate,True,CALL,-2,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23945,Great Northern,True,06:03,06:02,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W25301,Thameslink,True,06:05,06:04,True,Peterborough,Horsham,True,CALL,-1,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-11,W23445,Great Northern,True,06:07,06:06,True,King's Cross,Kings Lynn,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,KLN,0.403446572159957,52.7539216944381
2025-02-11,W23953,Great Northern,True,06:11,06:10,True,Welwyn Garden City,Moorgate,True,CALL,-1,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23910,Great Northern,True,06:14,06:12,True,Royston,King's Cross,True,CALL,-2,RYS,-0.0269214800795917,52.0530784433586,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W23844,Great Northern,True,06:18,06:17,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23636,Great Northern,True,06:19,06:19,True,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26108,Thameslink,True,06:21,06:35,True,Cambridge,Brighton,True,CALL,14,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-11,W23196,Thameslink,True,06:22,06:21,True,King's Cross,Peterborough,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W23629,Great Northern,True,06:25,06:25,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-11,W24173,Great Northern,True,06:26,06:27,True,Welwyn Garden City,Moorgate,True,CALL,1,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23489,Great Northern,True,06:32,06:31,True,King's Cross,Cambridge,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23454,Great Northern,True,06:34,06:33,True,Hertford North,Moorgate,True,CALL,-1,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23948,Great Northern,True,06:33,06:32,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W25304,Thameslink,True,06:36,06:37,True,Peterborough,Horsham,True,CALL,1,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-11,W26102,Thameslink,True,06:37,06:35,True,Brighton,Cambridge,True,CALL,-2,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23451,Great Northern,True,06:40,06:39,True,Moorgate,Hertford North,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-11,W23958,Great Northern,True,06:41,06:40,True,Welwyn Garden City,Moorgate,True,CALL,-1,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23491,Great Northern,True,06:44,06:48,True,Cambridge,King's Cross,True,CALL,4,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W24170,Great Northern,True,06:48,06:47,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23641,Great Northern,True,06:49,06:51,True,Stevenage,Moorgate,True,CALL,2,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26112,Thameslink,True,06:51,06:51,True,Cambridge,Brighton,True,CALL,0,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-11,W25310,Thameslink,True,06:53,06:51,True,Horsham,Peterborough,True,CALL,-2,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W23634,Great Northern,True,06:55,06:55,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-11,W23846,Great Northern,True,06:56,06:58,True,Welwyn Garden City,Moorgate,True,CALL,2,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26766,Thameslink,True,06:59,07:01,True,Welwyn Garden City,Sevenoaks,True,CALL,2,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-11,W23493,Great Northern,True,07:02,07:02,False,King's Cross,Cambridge,True,CANCELLED_CALL,0,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23457,Great Northern,True,07:04,07:09,True,Hertford North,Moorgate,True,CALL,5,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23950,Great Northern,True,07:03,07:03,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W25307,Thameslink,True,07:06,07:17,True,Peterborough,Horsham,True,CALL,11,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-11,W23453,Great Northern,True,07:10,07:10,True,Moorgate,Hertford North,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-11,W26106,Thameslink,True,07:07,07:06,True,Brighton,Cambridge,True,CALL,-1,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23964,Great Northern,True,07:11,07:15,True,Welwyn Garden City,Moorgate,True,CALL,4,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23495,Great Northern,True,07:14,07:25,True,Cambridge,King's Cross,True,CALL,11,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W26952,Thameslink,True,07:15,07:13,True,Sevenoaks,Welwyn Garden City,True,CALL,-2,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23845,Great Northern,True,07:18,07:17,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23645,Great Northern,True,07:19,07:22,True,Stevenage,Moorgate,True,CALL,3,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26116,Thameslink,True,07:21,07:23,True,Cambridge,Brighton,True,CALL,2,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-11,W25314,Thameslink,True,07:22,07:20,True,Horsham,Peterborough,True,CALL,-2,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W23638,Great Northern,True,07:25,07:24,True,Moorgate,Stevenage,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-11,W23848,Great Northern,True,07:26,07:31,True,Welwyn Garden City,Moorgate,True,CALL,5,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26769,Thameslink,True,07:29,07:39,True,Welwyn Garden City,Sevenoaks,True,CALL,10,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-11,W23496,Great Northern,True,07:32,07:31,True,King's Cross,Cambridge,True,CALL,-1,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23461,Great Northern,True,07:34,07:34,True,Hertford North,Finsbury Park,True,TERMINATES,0,HFN,-0.0917885499098777,51.7988551590785,FPK,-0.106284978884699,51.5643002449157
2025-02-11,W23955,Great Northern,True,07:33,07:33,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W25311,Thameslink,True,07:36,07:39,True,Peterborough,Horsham,True,CALL,3,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-11,W26110,Thameslink,True,07:37,07:36,True,Brighton,Cambridge,True,CALL,-1,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23455,Great Northern,True,07:40,07:41,True,Moorgate,Hertford North,True,CALL,1,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-11,W23970,Great Northern,True,07:41,07:49,True,Welwyn Garden City,Moorgate,True,CALL,8,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23498,Great Northern,True,07:44,08:00,True,Cambridge,King's Cross,True,CALL,16,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W26953,Thameslink,True,07:45,07:43,True,Sevenoaks,Welwyn Garden City,True,CALL,-2,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23836,Great Northern,True,07:45,07:58,True,Stevenage,Moorgate,True,CALL,13,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23847,Great Northern,True,07:48,07:51,True,Moorgate,Welwyn Garden City,True,CALL,3,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W26120,Thameslink,True,07:51,07:54,True,Cambridge,Brighton,True,CALL,3,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-11,W25318,Thameslink,True,07:52,07:53,True,Three Bridges,Peterborough,True,CALL,1,TBD,-0.161184082771892,51.116922296857,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W23840,Great Northern,True,07:53,07:55,True,Gordon Hill,Moorgate,True,CALL,2,GDH,-0.0946105124636726,51.6633336093912,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23642,Great Northern,True,07:55,07:59,True,Moorgate,Stevenage,True,CALL,4,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-11,W23850,Great Northern,True,07:57,08:02,True,Welwyn Garden City,Moorgate,True,CALL,5,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26774,Thameslink,True,07:59,07:58,False,Finsbury Park,Sevenoaks,True,STARTS,-1,FPK,-0.106284978884699,51.5643002449157,SEV,0.181668922903894,51.2768634092279
2025-02-11,W23500,Great Northern,True,08:02,08:04,True,King's Cross,Cambridge,True,CALL,2,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23463,Great Northern,True,08:04,08:09,True,Hertford North,Moorgate,True,CALL,5,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23960,Great Northern,True,08:03,08:04,True,Moorgate,Welwyn Garden City,True,CALL,1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W25315,Thameslink,True,08:06,08:13,True,Peterborough,Horsham,True,CALL,7,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-11,W23459,Great Northern,True,08:10,08:10,False,Moorgate,Hertford North,True,CANCELLED_CALL,0,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-11,W26114,Thameslink,True,08:07,08:07,True,Brighton,Cambridge,True,CALL,0,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23976,Great Northern,True,08:11,08:14,True,Welwyn Garden City,Moorgate,True,CALL,3,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23502,Great Northern,True,08:14,08:16,True,Cambridge,King's Cross,True,CALL,2,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W26954,Thameslink,True,08:15,08:21,True,Sevenoaks,Welwyn Garden City,True,CALL,6,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23838,Great Northern,True,08:15,08:18,True,Stevenage,Moorgate,True,CALL,3,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23849,Great Northern,True,08:18,08:20,True,Moorgate,Welwyn Garden City,True,CALL,2,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W26124,Thameslink,True,08:21,08:24,True,Cambridge,Brighton,True,CALL,3,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-11,W25322,Thameslink,True,08:22,08:24,True,Horsham,Peterborough,True,CALL,2,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W23841,Great Northern,True,08:23,08:24,True,Gordon Hill,Moorgate,True,CALL,1,GDH,-0.0946105124636726,51.6633336093912,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23647,Great Northern,True,08:24,08:32,True,Moorgate,Stevenage,True,CALL,8,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-11,W23852,Great Northern,True,08:27,08:29,True,Welwyn Garden City,Moorgate,True,CALL,2,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26780,Thameslink,True,08:29,08:29,True,Welwyn Garden City,Sevenoaks,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-11,W23504,Great Northern,True,08:32,08:32,True,King's Cross,Cambridge,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23966,Great Northern,True,08:34,08:37,True,Moorgate,Welwyn Garden City,True,CALL,3,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23465,Great Northern,True,08:35,08:36,True,Hertford North,Moorgate,True,CALL,1,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W25319,Thameslink,True,08:36,08:38,True,Peterborough,Horsham,True,CALL,2,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-11,W26118,Thameslink,True,08:37,08:51,True,Brighton,Cambridge,True,CALL,14,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23462,Great Northern,True,08:40,08:43,True,Moorgate,Hertford North,True,CALL,3,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-11,W23982,Great Northern,True,08:41,08:41,True,Welwyn Garden City,Moorgate,True,CALL,0,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23506,Great Northern,True,08:44,08:44,True,Cambridge,King's Cross,True,CALL,0,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W26955,Thameslink,True,08:45,08:43,True,Sevenoaks,Welwyn Garden City,True,CALL,-2,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23851,Great Northern,True,08:48,08:48,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23660,Great Northern,True,08:49,08:49,True,Stevenage,Moorgate,True,CALL,0,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26129,Thameslink,True,08:51,08:58,True,Cambridge,Brighton,True,CALL,7,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-11,W25326,Thameslink,True,08:52,08:59,True,Horsham,Peterborough,True,CALL,7,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W23652,Great Northern,True,08:54,08:54,True,Moorgate,Stevenage,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-11,W23853,Great Northern,True,08:56,08:58,True,Welwyn Garden City,Moorgate,True,CALL,2,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26786,Thameslink,True,08:59,09:09,True,Welwyn Garden City,Sevenoaks,True,CALL,10,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-11,W23875,Great Northern,True,09:02,09:03,True,King's Cross,Letchworth Garden City,True,CALL,1,KGX,-0.122925992140273,51.5308818372572,LET,-0.229264161103862,51.9799626923486
2025-02-11,W23466,Great Northern,True,09:04,09:04,True,Hertford North,Moorgate,True,CALL,0,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23972,Great Northern,True,09:04,09:04,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W25323,Thameslink,True,09:06,09:06,True,Peterborough,Horsham,True,CALL,0,PBO,-0.249836976699539,52.5749740639353,HRH,-0.319269498076974,51.0660637772242
2025-02-11,W23464,Great Northern,True,09:10,09:11,True,Moorgate,Hertford North,True,CALL,1,MOG,-0.0889434111054453,51.5184898840489,HFN,-0.0917885499098777,51.7988551590785
2025-02-11,W26122,Thameslink,True,09:07,09:09,True,Brighton,Cambridge,True,CALL,2,BTN,-0.141280362604851,50.8290032740444,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23988,Great Northern,True,09:11,09:17,True,Welwyn Garden City,Moorgate,True,CALL,6,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23509,Great Northern,True,09:13,09:28,True,Cambridge,King's Cross,True,CALL,15,CBG,0.137456461171047,52.1940653655991,KGX,-0.122925992140273,51.5308818372572
2025-02-11,W26956,Thameslink,True,09:15,09:15,True,Sevenoaks,Welwyn Garden City,True,CALL,0,SEV,0.181668922903894,51.2768634092279,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W24172,Great Northern,True,09:18,09:18,True,Moorgate,Welwyn Garden City,True,CALL,0,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
2025-02-11,W23666,Great Northern,True,09:19,09:20,True,Stevenage,Moorgate,True,CALL,1,SVG,-0.20710946588827,51.9016861847805,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26133,Thameslink,True,09:20,09:24,True,Cambridge,Brighton,True,CALL,4,CBG,0.137456461171047,52.1940653655991,BTN,-0.141280362604851,50.8290032740444
2025-02-11,W25330,Thameslink,True,09:22,09:22,True,Horsham,Peterborough,True,CALL,0,HRH,-0.319269498076974,51.0660637772242,PBO,-0.249836976699539,52.5749740639353
2025-02-11,W23658,Great Northern,True,09:25,09:24,True,Moorgate,Stevenage,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,SVG,-0.20710946588827,51.9016861847805
2025-02-11,W24174,Great Northern,True,09:26,09:25,True,Welwyn Garden City,Moorgate,True,CALL,-1,WGC,-0.20407048939388,51.8010467291572,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W26792,Thameslink,True,09:29,09:39,True,Welwyn Garden City,Sevenoaks,True,CALL,10,WGC,-0.20407048939388,51.8010467291572,SEV,0.181668922903894,51.2768634092279
2025-02-11,W23511,Great Northern,True,09:33,09:33,True,King's Cross,Cambridge,True,CALL,0,KGX,-0.122925992140273,51.5308818372572,CBG,0.137456461171047,52.1940653655991
2025-02-11,W23467,Great Northern,True,09:34,09:35,True,Hertford North,Moorgate,True,CALL,1,HFN,-0.0917885499098777,51.7988551590785,MOG,-0.0889434111054453,51.5184898840489
2025-02-11,W23978,Great Northern,True,09:35,09:34,True,Moorgate,Welwyn Garden City,True,CALL,-1,MOG,-0.0889434111054453,51.5184898840489,WGC,-0.20407048939388,51.8010467291572
